Model,Brand,Price ($),Price Range,Year,Exterior color,Interior color,Seats,Range (mi),Fast Charging L3 (minutes),Mileage (mi),Performance (HP),Charging type,Battery Size (kWh),Battery Warranty (months),Battery Warranty (miles),VIN,URL
Tonaleeawd,Alfa Romeo,43225.0,Medium,2025.0,White,Xk,5.0,35.0,30.0,1.0,180.0,SAE CCS DC fast charge connector,15.5,96.0,80000.0,ZASPATAWXS3092272,https://ev.com/vehicle/g0w21u
Tonaleeawd,Alfa Romeo,43920.0,Medium,2025.0,Silver,Xk,5.0,35.0,30.0,1.0,180.0,SAE CCS DC fast charge connector,15.5,96.0,80000.0,ZASPATAW9S3091503,https://ev.com/vehicle/zhrgnz
Tonalespecial Edition Tributo Italiano Eawd,Alfa Romeo,49920.0,Medium,2025.0,Unknown,Xc,5.0,35.0,30.0,1.0,180.0,SAE CCS DC fast charge connector,15.5,96.0,80000.0,ZASPATTW4S3091499,https://ev.com/vehicle/a6ep8j
Q4 E-Tronpremium Plus 55 Quattro,Audi,51505.0,Medium,2025.0,Pebble Gray,Black/Rock Gray Stitching,5.0,258.0,28.0,4.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1LUBFZ9SP044408,https://ev.com/vehicle/0vpuw8
Q4 E-Tronpremium Plus 55 Quattro,Audi,52160.0,Medium,2025.0,Glacier White Metallic,Black W/Rock Gray,5.0,258.0,28.0,7.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1LUBFZ9SP046241,https://ev.com/vehicle/gzjrnj
Q6 E-Tronpremium Plus Quattro,Audi,64585.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,17.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF2SA012967,https://ev.com/vehicle/keorkt
Q4 E-Tronpremium Plus 55 Quattro,Audi,30672.0,Medium,2024.0,White,Black,5.0,258.0,28.0,214.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1LUBFZ2RP059813,https://ev.com/vehicle/o3zlgv
Q6 E-Tronprestige Quattro,Audi,53175.0,Medium,2025.0,Manhattan Gray Metallic,Pearl Beige,5.0,307.0,21.0,418.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGF9SA021329,https://ev.com/vehicle/clfsko
Q6 E-Tronpremium Plus,Audi,61350.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,310.0,22.0,10.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF1SA023951,https://ev.com/vehicle/k90z9u
Q6 E-Tronpremium Plus Quattro,Audi,63285.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,307.0,21.0,0.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF5SA035062,https://ev.com/vehicle/qvha3t
Q6 E-Tronpremium Quattro,Audi,57160.0,High,2025.0,Glacier White Metallic,Santos Brown,5.0,307.0,21.0,4.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF4SA040412,https://ev.com/vehicle/hjhkvu
Sq6 E-Tronprestige Quattro,Audi,72510.0,High,2025.0,Mythos Black Metallic,Black,5.0,275.0,21.0,6.0,483.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA135BGF8SA035932,https://ev.com/vehicle/jprv04
Sq6 E-Tronpremium Plus Quattro,Audi,71635.0,High,2025.0,Mythos Black Metallic,Black,5.0,275.0,21.0,11.0,483.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA125BGF0SA012916,https://ev.com/vehicle/yp1db1
Q4 Sportback E-Tronpremium 55 Quattro,Audi,52860.0,Medium,2025.0,Glacier White Metallic,Black W/Rock Gray,5.0,258.0,28.0,15.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA12UBFZ3SP044030,https://ev.com/vehicle/cwevx6
Q4 Sportback E-Tronpremium Plus 55 Quattro,Audi,55500.0,High,2025.0,Glacier White Metallic,Black W/Rock Gray,5.0,258.0,28.0,6.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA13UBFZXSP042893,https://ev.com/vehicle/3x7iuj
Q4 E-Tronpremium 55 Quattro,Audi,48205.0,Medium,2025.0,Pebble Gray,Parchment Beige,5.0,258.0,28.0,5.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1KUBFZXSP042288,https://ev.com/vehicle/pmucrj
Q6 E-Tronpremium Plus,Audi,62675.0,High,2025.0,Plasma Blue Metallic,Black,5.0,310.0,22.0,3.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF5SA031485,https://ev.com/vehicle/ixqak2
Q6 E-Tronpremium Plus Quattro,Audi,64675.0,High,2025.0,Mythos Black Metallic,Pearl Beige,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF0SA017956,https://ev.com/vehicle/28rnml
Q6 E-Tronpremium Plus Quattro,Audi,63375.0,High,2025.0,Mythos Black Metallic,Santos Brown,5.0,307.0,21.0,9.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF6SA018044,https://ev.com/vehicle/eau7k4
Q6 E-Tronpremium Plus Quattro,Audi,63990.0,High,2025.0,Magnet Gray,Black,5.0,307.0,21.0,12.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF5SA014051,https://ev.com/vehicle/zrmj8z
Q6 E-Tronprestige Quattro,Audi,66785.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,307.0,21.0,5.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGF1SA040179,https://ev.com/vehicle/7bddu8
Q6 E-Tronprestige Quattro,Audi,67620.0,High,2025.0,Plasma Blue Metallic,Black,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGF6SA039741,https://ev.com/vehicle/swvzm4
Q8 E-Trons Line Premium Plus Quattro,Audi,44675.0,Medium,2024.0,Glacier White Metallic,Okapi Brown,5.0,296.0,31.0,6900.0,355.0,SAE CCS DC fast charge connector,114.0,96.0,100000.0,WA1CAAGEXRB028370,https://ev.com/vehicle/glms3r
Q8 E-Tronprestige Quattro,Audi,49377.0,Medium,2024.0,Daytona Gray Pearl Effect,Gray,5.0,285.0,31.0,2661.0,355.0,SAE CCS DC fast charge connector,114.0,96.0,100000.0,WA16ABGE4RB008893,https://ev.com/vehicle/5hgmsw
Sq6 E-Tronprestige Quattro,Audi,71915.0,High,2025.0,Magnet Gray,Black,5.0,275.0,21.0,4.0,483.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA135BGF5SA038464,https://ev.com/vehicle/ya9pz7
Q4 Sportback E-Tronpremium 55 Quattro,Audi,53510.0,Medium,2025.0,Mythos Black Metallic,Black W/Rock Gray,5.0,258.0,28.0,4.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA12UBFZ0SP044602,https://ev.com/vehicle/jheope
Q4 Sportback E-Tronpremium 55 Quattro,Audi,52950.0,Medium,2025.0,Glacier White Metallic,Black W/Rock Gray,5.0,258.0,28.0,3.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA12UBFZ6SP042756,https://ev.com/vehicle/0p1okb
Q4 E-Tronpremium Plus 40 Rwd,Audi,19673.0,Low,2023.0,Glacier White Metallic,Black/Rock Gray Stitching,5.0,265.0,36.0,4339.0,201.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1BCBFZ0PP062334,https://ev.com/vehicle/92knwk
Q6 E-Tronpremium Plus Quattro,Audi,64585.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,17.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF0SA014412,https://ev.com/vehicle/64uqh4
Q6 E-Tronpremium Plus Quattro,Audi,64675.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,9.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF1SA015844,https://ev.com/vehicle/3k0d6k
Q8 E-Tronprestige Quattro,Audi,47675.0,Medium,2024.0,Chronos Gray,Pearl Beige,5.0,285.0,31.0,7837.0,355.0,SAE CCS DC fast charge connector,114.0,96.0,100000.0,WA16AAGE0RB019366,https://ev.com/vehicle/unbcc5
Q8 E-Tronprestige Quattro,Audi,48675.0,Medium,2024.0,Mythos Black Metallic,Gray,5.0,285.0,31.0,4874.0,355.0,SAE CCS DC fast charge connector,114.0,96.0,100000.0,WA16AAGEXRB031329,https://ev.com/vehicle/d0feku
Rs E-Tron Gtquattro,Audi,94740.0,High,2024.0,Daytona Gray Pearl Effect,Black,5.0,232.0,23.0,7915.0,591.0,SAE CCS DC fast charge connector,93.4,96.0,100000.0,WAUBHBFW2R7900621,https://ev.com/vehicle/9ti2ci
Sq6 E-Tronpremium Plus Quattro,Audi,71310.0,High,2025.0,Mythos Black Metallic,Arras Red,5.0,275.0,21.0,17.0,483.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA125BGFXSA034602,https://ev.com/vehicle/fq4aux
Q4 Sportback E-Tronpremium Plus 55 Quattro,Audi,52970.0,Medium,2025.0,Pebble Gray,Black/Rock Gray Stitching,5.0,258.0,28.0,5.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA13UBFZ7SP040213,https://ev.com/vehicle/hv5z25
Q4 Sportback E-Tronpremium Plus 55 Quattro,Audi,55360.0,High,2025.0,Glacier White Metallic,Black W/Rock Gray,5.0,258.0,28.0,3.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA13UBFZ5SP042008,https://ev.com/vehicle/je0sym
Q4 Sportback E-Tronpremium 55 Quattro,Audi,52860.0,Medium,2025.0,Mythos Black Metallic,Black W/Rock Gray,5.0,258.0,28.0,4.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA12UBFZXSP043523,https://ev.com/vehicle/xlrfcr
Q4 Sportback E-Tronpremium Plus 55 Quattro,Audi,55875.0,High,2025.0,Glacier White Metallic,Black W/Rock Gray,5.0,258.0,28.0,16.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA13UBFZ7SP026229,https://ev.com/vehicle/yd944q
Q4 Sportback E-Tronpremium Plus 55 Quattro,Audi,55965.0,High,2025.0,Mythos Black Metallic,Black W/Rock Gray,5.0,258.0,28.0,6.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA13UBFZ9SP029391,https://ev.com/vehicle/68il4o
Q4 Sportback E-Tronprestige 55 Quattro,Audi,56305.0,High,2025.0,Pebble Gray,Black/Rock Gray Stitching,5.0,258.0,28.0,4.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA14UBFZ6SP041647,https://ev.com/vehicle/bw7b6p
Q4 E-Tronpremium Plus 40 Rwd,Audi,22273.0,Low,2023.0,Pebble Gray,Black/Rock Gray Stitching,5.0,265.0,36.0,8121.0,201.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1BCBFZ1PP028953,https://ev.com/vehicle/565btr
Q4 E-Tronpremium Plus 50 Quattro,Audi,30675.0,Medium,2024.0,Mythos Black Metallic,Black/Rock Gray Stitching,5.0,236.0,38.0,1977.0,295.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1L2BFZ1RP029806,https://ev.com/vehicle/qsrn7s
Q4 E-Tronpremium Plus 55 Quattro,Audi,50565.0,Medium,2025.0,Glacier White Metallic,Santos Brown,5.0,258.0,28.0,5.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1LUBFZ3SP037888,https://ev.com/vehicle/f566j4
Q4 E-Tronpremium 55 Quattro,Audi,46265.0,Medium,2025.0,Navarra Blue Metallic,Black/Rock Gray Stitching,5.0,258.0,28.0,3.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1KUBFZ2SP039322,https://ev.com/vehicle/yyymvl
Q4 E-Tronprestige 55 Quattro,Audi,56155.0,High,2025.0,Pebble Gray,Black/Rock Gray Stitching,5.0,258.0,28.0,4.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1MUBFZXSP041926,https://ev.com/vehicle/5183ps
Q4 E-Tronpremium Plus 55 Quattro,Audi,51365.0,Medium,2025.0,Glacier White Metallic,Parchment Beige,5.0,258.0,28.0,14.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1LUBFZ4SP038757,https://ev.com/vehicle/b7xlb8
Q4 E-Tronpremium 45 Quattro,Audi,44365.0,Medium,2025.0,Pebble Gray,Parchment Beige,5.0,288.0,36.0,5.0,282.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1B5BFZ8SP041671,https://ev.com/vehicle/pecoob
Q4 E-Tronpremium Plus 55 Quattro,Audi,52100.0,Medium,2025.0,Glacier White Metallic,Black/Rock Gray Stitching,5.0,258.0,28.0,5.0,335.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1LUBFZ2SP044606,https://ev.com/vehicle/ec8ixh
Q4 E-Tronpremium 45 Rwd,Audi,43260.0,Medium,2025.0,Glacier White Metallic,Black w/ Rock Gray Stitching,5.0,288.0,36.0,1.0,282.0,SAE CCS DC fast charge connector,82.0,96.0,100000.0,WA1A5BFZ2SP040513,https://ev.com/vehicle/tpwxxb
Q6 E-Tronpremium,Audi,59835.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,310.0,22.0,42.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF3SA013434,https://ev.com/vehicle/04r3qb
Q6 E-Tronpremium Quattro,Audi,60385.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF1SA015919,https://ev.com/vehicle/v71wme
Q6 E-Tronpremium,Audi,55485.0,High,2025.0,Mythos Black Metallic,Black,5.0,310.0,22.0,52.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA172BGF2SA022569,https://ev.com/vehicle/dj27p5
Q6 E-Tronpremium,Audi,58060.0,High,2025.0,Mythos Black Metallic,Black,5.0,310.0,22.0,8.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF1SA018602,https://ev.com/vehicle/to0lml
Q6 E-Tronpremium Plus Quattro,Audi,64350.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,30.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF7SA012334,https://ev.com/vehicle/9v71nw
Q6 E-Tronpremium Plus Quattro,Audi,63350.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF8SA020197,https://ev.com/vehicle/85pl40
Q6 E-Tronpremium Quattro,Audi,60060.0,High,2025.0,Mythos Black Metallic,Black,5.0,307.0,21.0,12.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGFXSA016096,https://ev.com/vehicle/46bu78
Q6 E-Tronpremium Plus Quattro,Audi,63755.0,High,2025.0,Magnet Gray,Black,5.0,307.0,21.0,39.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGFXSA019472,https://ev.com/vehicle/3eh9us
Q6 E-Tronpremium Quattro,Audi,60735.0,High,2025.0,Mythos Black Metallic,Santos Brown,5.0,307.0,21.0,29.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF6SA026544,https://ev.com/vehicle/4zdjx4
Q6 E-Tronpremium Plus Quattro,Audi,62375.0,High,2025.0,Glacier White Metallic,Santos Brown,5.0,307.0,21.0,5.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF3SA019099,https://ev.com/vehicle/yk8wnh
Q6 E-Tronpremium Plus Quattro,Audi,65185.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,3.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF7SA026475,https://ev.com/vehicle/1y1ve5
Q6 E-Tronprestige Quattro,Audi,65375.0,High,2025.0,Glacier White Metallic,Santos Brown,5.0,307.0,21.0,9.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGF6SA019683,https://ev.com/vehicle/s2fgcf
Q6 E-Tronprestige Quattro,Audi,66675.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGF2SA018997,https://ev.com/vehicle/b6gj2l
Q6 E-Tronpremium Plus Quattro,Audi,65185.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,10.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF1SA025662,https://ev.com/vehicle/cd9tz0
Q6 E-Tronpremium,Audi,58915.0,High,2025.0,Magnet Gray,Black,5.0,310.0,22.0,5.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF5SA025200,https://ev.com/vehicle/907ch4
Q6 E-Tronpremium,Audi,59925.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,310.0,22.0,5.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGFXSA029629,https://ev.com/vehicle/x0g09h
Q6 E-Tronpremium Quattro,Audi,59385.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF5SA022601,https://ev.com/vehicle/up6ra2
Q6 E-Tronpremium Quattro,Audi,59385.0,High,2025.0,Glacier White Metallic,Santos Brown,5.0,307.0,21.0,7.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF9SA023749,https://ev.com/vehicle/kvl6cq
Q6 E-Tronpremium,Audi,57385.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,310.0,22.0,3.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF6SA030986,https://ev.com/vehicle/e9aoqt
Q6 E-Tronpremium Plus,Audi,61375.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,310.0,22.0,3.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF0SA030874,https://ev.com/vehicle/wv0447
Q6 E-Tronpremium Plus,Audi,62080.0,High,2025.0,Magnet Gray,Black,5.0,310.0,22.0,10.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF2SA032173,https://ev.com/vehicle/b40olw
Q6 E-Tronpremium,Audi,58385.0,High,2025.0,Plasma Blue Metallic,Santos Brown,5.0,310.0,22.0,4.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF5SA031269,https://ev.com/vehicle/upo9d9
Q6 E-Tronpremium Quattro,Audi,60475.0,High,2025.0,Mythos Black Metallic,Pearl Beige,5.0,307.0,21.0,4.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF5SA031587,https://ev.com/vehicle/hzouey
Q6 E-Tronpremium Plus,Audi,61600.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,310.0,22.0,3.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF3SA030934,https://ev.com/vehicle/bhhgmf
Q6 E-Tronprestige Quattro,Audi,66270.0,High,2025.0,Magnet Gray,Black,5.0,307.0,21.0,5.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGF4SA029497,https://ev.com/vehicle/zkhgp6
Q6 E-Tronpremium Quattro,Audi,59060.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,3.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF3SA034035,https://ev.com/vehicle/7oe6ig
Q6 E-Tronpremium Plus,Audi,60455.0,High,2025.0,Magnet Gray,Black,5.0,310.0,22.0,3.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF1SA031600,https://ev.com/vehicle/aqhup6
Q6 E-Tronpremium,Audi,58385.0,High,2025.0,Mythos Black Metallic,Pearl Beige,5.0,310.0,22.0,4.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF6SA031121,https://ev.com/vehicle/pp5fcg
Q6 E-Tronpremium Quattro,Audi,59385.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,3.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF2SA031725,https://ev.com/vehicle/ugy4do
Q6 E-Tronprestige Quattro,Audi,66675.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,12.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA134BGFXSA021856,https://ev.com/vehicle/vhsurx
Q6 E-Tronpremium Quattro,Audi,60385.0,High,2025.0,Plasma Blue Metallic,Santos Brown,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF9SA018115,https://ev.com/vehicle/3hykx3
Q6 E-Tronpremium Plus Quattro,Audi,62375.0,High,2025.0,Plasma Blue Metallic,Black,5.0,307.0,21.0,5.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF6SA021316,https://ev.com/vehicle/rqcb5g
Q6 E-Tronpremium,Audi,57385.0,High,2025.0,Mythos Black Metallic,Black,5.0,310.0,22.0,9.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF3SA018195,https://ev.com/vehicle/hwrswc
Q6 E-Tronpremium Quattro,Audi,61835.0,High,2025.0,Glacier White Metallic,Santos Brown,5.0,307.0,21.0,7.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF8SA019899,https://ev.com/vehicle/jusyuq
Q6 E-Tronpremium,Audi,57465.0,High,2025.0,Magnet Gray,Black,5.0,310.0,22.0,7.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF5SA018649,https://ev.com/vehicle/q7usxe
Q6 E-Tronpremium Plus,Audi,62350.0,High,2025.0,Plasma Blue Metallic,Black,5.0,310.0,22.0,4.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA122BGF8SA022392,https://ev.com/vehicle/lgrskg
Q6 E-Tronpremium,Audi,58060.0,High,2025.0,Glacier White Metallic,Black,5.0,310.0,22.0,7.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF6SA018725,https://ev.com/vehicle/ls46ew
Q6 E-Tronpremium Quattro,Audi,61510.0,High,2025.0,Plasma Blue Metallic,Santos Brown,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF0SA022196,https://ev.com/vehicle/vmyjib
Q6 E-Tronpremium Quattro,Audi,61510.0,High,2025.0,Mythos Black Metallic,Black,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF3SA020667,https://ev.com/vehicle/9dym9l
Q6 E-Tronpremium Quattro,Audi,61510.0,High,2025.0,Glacier White Metallic,Santos Brown,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF9SA020110,https://ev.com/vehicle/ktgfap
Q6 E-Tronpremium Quattro,Audi,61510.0,High,2025.0,Mythos Black Metallic,Santos Brown,5.0,307.0,21.0,5.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGFXSA024974,https://ev.com/vehicle/cvgpw2
Q6 E-Tronpremium,Audi,59510.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,310.0,22.0,5.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF5SA023706,https://ev.com/vehicle/vxm7ud
Q6 E-Tronpremium Quattro,Audi,59060.0,High,2025.0,Plasma Blue Metallic,Pearl Beige,5.0,307.0,21.0,5.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF4SA022637,https://ev.com/vehicle/d0rk9j
Q6 E-Tronpremium Plus Quattro,Audi,64585.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,15.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF1SA012541,https://ev.com/vehicle/2x8fqh
Q6 E-Tronpremium Plus Quattro,Audi,64590.0,High,2025.0,Magnet Gray,Black,5.0,307.0,21.0,4.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF5SA029276,https://ev.com/vehicle/7ob6qt
Q6 E-Tronpremium Plus Quattro,Audi,65185.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,3.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF2SA026464,https://ev.com/vehicle/vhl6t4
Q6 E-Tronpremium Quattro,Audi,60385.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,13.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF1SA018240,https://ev.com/vehicle/geshr1
Q6 E-Tronpremium Quattro,Audi,60385.0,High,2025.0,Plasma Blue Metallic,Santos Brown,5.0,307.0,21.0,9.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF4SA018281,https://ev.com/vehicle/hh23ej
Q6 E-Tronpremium Quattro,Audi,57485.0,High,2025.0,Mythos Black Metallic,Black,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF7SA026620,https://ev.com/vehicle/do9cf6
Q6 E-Tronpremium Quattro,Audi,59385.0,High,2025.0,Plasma Blue Metallic,Santos Brown,5.0,307.0,21.0,7.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF9SA023816,https://ev.com/vehicle/dm90tk
Q6 E-Tronpremium Plus Quattro,Audi,64675.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF8SA024444,https://ev.com/vehicle/16x554
Q6 E-Tronpremium,Audi,58385.0,High,2025.0,Manhattan Gray Metallic,Black,5.0,310.0,22.0,12.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF1SA018289,https://ev.com/vehicle/zagost
Q6 E-Tronpremium,Audi,55485.0,High,2025.0,Glacier White Metallic,Black,5.0,310.0,22.0,6.0,302.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA112BGF4SA027357,https://ev.com/vehicle/b4r3r8
Q6 E-Tronpremium Quattro,Audi,57485.0,High,2025.0,Mythos Black Metallic,Black,5.0,307.0,21.0,7.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGFXSA027079,https://ev.com/vehicle/jizowu
Q6 E-Tronpremium Plus Quattro,Audi,64675.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,8.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF7SA028243,https://ev.com/vehicle/7eh4yd
Q6 E-Tronpremium Plus Quattro,Audi,63675.0,High,2025.0,Glacier White Metallic,Pearl Beige,5.0,307.0,21.0,6.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA124BGF7SA026265,https://ev.com/vehicle/gh5hlj
Q6 E-Tronpremium Quattro,Audi,57485.0,High,2025.0,Glacier White Metallic,Black,5.0,307.0,21.0,92.0,422.0,SAE CCS DC fast charge connector,100.0,96.0,100000.0,WA114BGF1SA027214,https://ev.com/vehicle/xfpdkt
